id,national_id,first_name,last_name,passenger_gender,weight_in_pounds,height_in_inches
262,402906034,Henry,Noble,M,266.7,61.5
263,727578354,Woodrow,Gordon,M,197.5,80.0
264,397526877,Monte,Gismondi,M,228.7,62.5
265,519904016,Victor,Norris,M,202.0,70.3
266,425907468,David,Wilkin,M,263.6,77.0
267,657019189,John,Miraflores,M,182.0,74.6
268,918176058,James,Frisby,M,229.3,77.5
269,938528408,Michael,Saenz,M,215.0,75.5
270,247580336,Frank,Cotton,M,228.6,73.3
271,926637786,Todd,Valeri,M,216.8,66.9
272,850439922,Travis,Fisk,M,166.6,75.4
273,296188797,Michael,Peel,M,227.1,72.0
274,401707549,Larry,Hughes,M,223.7,79.0
275,394690707,George,Trudell,M,177.8,73.1
276,741889362,Peter,Copeland,M,218.5,61.7
277,559380079,Jerome,Garner,M,218.6,79.7
278,389689182,Timothy,Lee,M,181.2,68.9
279,334623122,James,Laderman,M,185.0,82.8
280,144127989,Alberto,Campas,M,160.8,67.2
281,450674601,Timothy,Wilkerson,M,237.3,75.2
282,606080299,Wilfredo,Powell,M,269.5,81.9
283,498310295,Dale,Crews,M,197.9,74.8
284,728674257,Kevin,Clermont,M,276.0,83.1
285,983714088,Paul,Karl,M,277.2,73.4
286,169089248,Lawrence,Martinez,M,235.6,69.6
287,666535443,Brandon,Carter,M,171.7,77.4
288,816552598,Anthony,Hall,M,158.0,71.4
289,390999608,Billy,Mauldin,M,193.6,62.1
290,806679750,Vincent,Hicks,M,219.9,79.0
291,579001726,Carlos,Carrigan,M,261.4,71.6
292,297621320,Arnold,Gibbs,M,263.9,68.2
293,411573256,Carl,Million,M,244.8,79.6
294,321007450,Chance,Flynn,M,262.9,80.5
295,483365536,Wayne,Weisser,M,227.2,74.6
296,274064023,John,Smith,M,259.7,76.6
297,875543910,Kenneth,Courtney,M,277.7,62.1
298,162655787,Danny,Currie,M,183.8,60.2
299,222953315,Larry,Hancock,M,197.5,81.6
300,217948808,Jon,Oberpriller,M,197.4,83.5
301,397013874,Roger,Ruggiero,M,227.7,71.9
302,510868513,David,Rush,M,199.6,71.6
303,953686217,Alberto,Jackson,M,240.4,68.3
304,196194321,Shane,Wegman,M,275.6,61.3
305,681567336,Ronald,Jones,M,241.0,66.8
306,829837487,Zachary,Huff,M,244.8,73.3
307,960061631,Christopher,Simon,M,233.9,82.3
308,261315355,Mark,Cornwell,M,194.7,67.7
309,340700080,Robert,Honeywell,M,215.5,77.5
310,383678474,Gary,Crosslin,M,262.5,62.7
311,278101413,John,Thrasher,M,261.7,73.9
312,643144707,Harry,Davis,M,230.6,83.3
313,272843202,Ellis,Jones,M,205.7,67.8
314,251063387,Ronald,Barrett,M,202.5,65.8
315,225950472,Jasper,Rachel,M,238.3,65.5
316,241702687,Christopher,Troutman,M,234.4,66.0
317,382886219,William,Barretto,M,210.5,79.1
318,944544958,Brian,Lucas,M,218.7,83.0
319,454249020,Lyle,Hoover,M,265.5,69.8
320,873534657,Jeffrey,Littlejohn,M,182.4,82.8
321,683147110,Richard,Patrick,M,188.2,69.4
322,102433840,Jesse,King,M,194.7,62.7
323,180453683,Landon,Givens,M,187.3,82.6
324,386501595,Andrew,Parks,M,209.4,66.6
325,549536199,Salvador,Destefano,M,254.5,82.2
326,733610537,Warren,Duncanson,M,176.1,69.3
327,299085543,David,Peterson,M,258.7,66.1
328,767518893,Brian,Vanzandt,M,190.6,81.4
329,397211361,Joshua,Washington,M,200.1,68.6
330,776092354,John,Young,M,263.4,64.0
331,560677948,Ramon,Gosch,M,185.6,74.1
332,408058839,Charles,King,M,254.2,79.4
333,976633153,Christopher,Hudson,M,278.3,73.4
334,410525479,Mark,Skeete,M,172.0,63.6
335,176478656,Charles,Bruce,M,186.1,74.8
336,479916123,William,Brasher,M,192.6,59.8
337,246864876,Cesar,Whitmore,M,252.2,66.1
338,375573788,Steven,Ruiz,M,201.2,72.7
339,898218544,Percy,Walker,M,243.6,69.8
340,127736583,Russell,Post,M,225.4,60.2
341,538079213,Benjamin,Camano,M,265.4,61.9
342,512225125,Robert,Estrada,M,178.5,63.9
343,128987076,David,Anderson,M,188.5,64.8
344,729552996,Stephen,Crawford,M,156.3,80.4
345,574531119,John,Mikkelsen,M,271.6,83.0
346,419393880,James,Castillo,M,222.9,79.1
347,316401905,Edward,Rodriguez,M,159.9,79.9
348,306765892,Ryan,Jones,M,155.4,68.4
349,205633784,Henry,Williams,M,204.7,67.4
350,957983034,Daniel,Owens,M,249.8,72.2
351,964409223,Scott,Sanchez,M,240.2,75.9
352,526374171,Thomas,Mondor,M,192.6,63.6
353,843733958,Henry,Harper,M,177.5,80.0
354,613390222,David,Hall,M,204.6,73.8
355,322879999,Logan,Smith,M,183.9,64.6
356,757202729,Joseph,Quelette,M,177.9,81.9
357,122087031,David,Wells,M,164.2,71.5
358,273043847,James,Rothschild,M,226.7,63.3
359,809391649,Dennis,Lozano,M,228.9,74.3
360,157537292,Joseph,Plunkett,M,199.4,77.4
361,886609722,Wesley,Mitchell,M,247.5,75.4
362,959573236,Jefferson,Smith,M,233.3,62.1
363,866605554,Melvin,Holmes,M,243.5,74.1
364,766197419,Kenneth,Broome,M,210.1,73.4
365,917185926,Joshua,Konon,M,218.9,74.5
366,908548969,Trinidad,Ball,M,259.3,74.5
367,782210416,William,Jackson,M,218.4,82.9
368,303756053,Anthony,Graham,M,192.3,59.5
369,720116484,Bryan,Hunstad,M,182.3,74.6
370,787938993,David,Chesnut,M,260.8,79.0
371,968961313,David,Hamilton,M,186.0,66.1
372,194244683,Bernard,Gaston,M,238.6,73.7
373,433574533,Robert,Nuzback,M,274.4,72.1
374,823633777,Roger,Tucker,M,184.7,64.6
375,112896253,Gregory,Lingo,M,239.6,79.8
376,345030843,Lavern,Looman,M,199.0,60.2
377,619293861,Marcos,Daley,M,162.1,73.6
378,906097572,Jordan,Osborne,M,162.3,72.3
379,252334259,Nathan,Lanham,M,217.6,59.6
380,899057504,Richard,Durfee,M,160.1,68.0
381,186361099,Mauricio,Costello,M,258.4,76.9
382,302153881,Rudy,Eggimann,M,239.0,68.7
383,683980712,Michael,Jennings,M,180.8,66.5
384,589406787,John,Landess,M,211.7,64.1
385,435322018,Patrick,Mason,M,162.0,61.4
386,487223691,Robert,Crosby,M,249.6,74.1
387,737825987,Devin,Pacheco,M,172.2,79.9
388,629343926,Leon,Aldrich,M,202.2,74.3
389,152142174,John,Meza,M,264.9,82.2
390,714974448,Mike,Jackson,M,216.9,80.9
391,169734635,Joe,Gade,M,261.3,71.1
392,715512247,Steve,Fadden,M,167.7,66.2
393,811688514,Duane,Crafton,M,211.9,71.4
394,492029238,William,Gorman,M,277.4,63.2
395,246253101,Daniel,Chapman,M,171.4,82.4
396,708352983,Scott,Dubose,M,210.0,78.8
397,199002099,Lawrence,Brimmer,M,247.5,76.9
398,875218697,Ronald,Stricklin,M,219.2,82.6
399,889553722,Vincent,Bell,M,196.2,66.2
400,928936046,Richard,Gonzales,M,212.2,69.5
401,886352407,Aubrey,Pollard,M,234.0,60.8
402,965123140,Luis,Carlisle,M,216.7,61.0
403,567388668,Kenneth,Rogers,M,173.1,79.0
404,703399758,Leslie,Eubanks,M,260.7,64.0
405,132420406,Billy,Watts,M,267.2,64.8
406,261330413,William,Priest,M,247.0,76.6
407,484770227,Stephen,Li,M,278.2,62.0
408,675232929,David,Martin,M,229.6,62.7
409,827203895,Randolph,Powers,M,175.3,69.4
410,289576902,James,Talkington,M,198.4,79.4
411,382735653,James,Mangum,M,209.9,59.8
412,460297433,Robert,Shaw,M,185.3,82.2
413,544907355,Rick,Barnhart,M,246.9,80.4
414,956017034,Marcus,Goldman,M,228.6,76.9
415,333584621,Bobby,Raad,M,168.7,74.2
416,659436293,Robert,Vang,M,256.9,74.9
417,386520685,Tony,Elkins,M,224.6,79.2
418,639476292,Gene,Senn,M,222.7,65.5
419,327716455,Patrick,Wellman,M,246.9,64.4
420,172580562,Anthony,Michel,M,221.3,73.7
421,900828960,Milo,Langone,M,275.5,69.6
422,709132151,Terry,Hynes,M,184.2,62.0
423,237259429,Virgil,Mcilwain,M,252.8,79.3
424,652994608,Louie,Avila,M,221.6,67.7
425,865466607,Timothy,Thomas,M,205.7,72.5
426,171329027,Walter,Hook,M,221.6,70.5
427,828559862,Raymond,Milan,M,156.0,60.0
428,207685361,Clinton,Dame,M,222.0,70.7
429,524269387,Jason,Ross,M,257.9,82.5
430,619985228,Pedro,Edwards,M,158.2,74.6
431,269959177,Jason,Felton,M,224.5,71.8
432,374345274,Gordon,Livingston,M,195.0,70.4
433,361197144,Levi,Flynn,M,183.8,64.7
434,839100186,Daniel,Patterson,M,273.3,70.9
435,463721309,Otis,Hartman,M,225.3,72.6
436,513483255,Hector,Maxwell,M,256.1,71.8
437,140546515,John,Castillo,M,276.6,70.6
438,340858417,Jerry,Collins,M,213.4,79.9
439,762902750,Raymond,Kania,M,274.1,59.9
440,791007001,Russell,Guevara,M,210.5,65.9
441,775243393,Michael,Vargas,M,222.6,61.1
442,756126248,Howard,Bradley,M,154.3,65.6
443,273424539,Curtis,Smith,M,156.7,83.0
444,664830236,Jose,Brookhouse,M,168.4,69.8
445,586076053,Michael,Aguayo,M,231.8,73.7
446,622504568,Richard,Johnston,M,268.1,80.0
447,156744418,James,Acuna,M,176.2,66.6
448,384022883,Carlton,Schrader,M,155.4,82.5
449,726581704,Bernard,Hebel,M,174.3,74.7
450,824543778,Robert,Brown,M,171.1,59.4
451,168166162,Andrew,Harvin,M,271.4,62.1
452,173149614,Pablo,Coleman,M,227.0,61.2
453,315073229,Dennis,Porter,M,193.1,62.0
454,610917560,John,Hickman,M,229.7,83.5
455,631636495,John,Palafox,M,262.6,67.4
456,557240658,Lewis,Parrish,M,225.8,68.1
457,328986318,James,Dohrman,M,220.7,66.0
458,226657677,Stephen,Rodkey,M,177.5,82.5
459,781159028,Loren,Hall,M,209.6,80.4
460,805523268,Virgil,Hay,M,226.4,81.8
461,503403334,Allan,Brown,M,251.7,66.2
462,612333989,Robert,Weaver,M,233.9,72.5
463,690466246,Bryce,Alexander,M,263.5,64.2
464,248535329,Jesus,Dillard,M,254.8,61.6
465,526182913,Douglas,Wilson,M,261.4,78.3
466,101730342,Greg,Fitch,M,171.4,67.9
467,658739026,James,Wenzel,M,225.7,68.2
468,720456593,Matthew,Blackburn,M,212.2,59.6
469,679946411,Jesse,Gilley,M,203.9,77.8
470,228040630,Francisco,Lawrence,M,198.8,83.7
471,886948954,Patrick,Romeo,M,199.7,70.2
472,277170625,Kenneth,Phillips,M,241.5,72.4
473,568157318,Garry,Lott,M,223.3,83.4
474,348750801,Howard,Muscara,M,215.5,77.9
475,817698628,Vernon,Limbrick,M,215.9,71.0
476,288574657,Victor,Miller,M,252.4,79.6
477,439822905,Adam,Bibbs,M,179.5,63.1
478,203115731,Joseph,Abild,M,262.0,60.9
479,927303699,Craig,Martin,M,227.3,83.6
480,346539061,Aaron,Poland,M,280.3,83.2
481,981985262,Allan,Rodgers,M,257.1,82.2
482,712005369,Herman,Rosenberry,M,203.1,73.6
483,628576866,Michael,Harkins,M,270.7,76.4
484,297587211,Charles,Kasprzak,M,271.0,59.8
485,465426427,John,Polson,M,221.4,62.9
486,115014832,David,Mullins,M,189.2,82.0
487,806342258,Johnie,Engle,M,258.6,73.4
488,416299719,Larry,Seymour,M,234.5,64.9
489,509412355,Michael,Stinchcomb,M,170.1,67.1
490,230944469,John,Ellis,M,162.2,72.8
491,171492543,Guadalupe,Mervis,M,263.1,81.9
492,490728719,Dwayne,Kemp,M,237.1,62.4
493,297203132,Robert,Mercado,M,258.0,83.2
494,454566856,Ryan,Erwin,M,239.0,67.2
495,152856744,Robert,Garcia,M,261.7,65.7
496,191551256,Christopher,Nicol,M,238.8,60.1
497,692325177,Samuel,Rickards,M,162.9,73.3
498,582456384,Pat,Rivera,M,212.0,82.4
499,870923802,Charles,Biggerstaff,M,168.4,75.9
500,638217170,Alejandro,Tant,M,261.1,77.2
501,399059542,Robert,Fuente,M,215.4,67.3
502,154780240,Jayson,Maples,M,227.3,77.1
503,381490478,Roscoe,Sosa,M,260.7,78.5
504,834138615,Jamel,Franklin,M,222.2,64.7
505,778470385,Ian,Thornton,M,170.6,66.5
506,960242407,Joseph,Bowar,M,243.7,80.6
507,398631580,William,Glazer,M,172.8,82.8
508,933458761,Michael,Keegan,M,279.3,59.7
509,312477858,Scott,Paul,M,170.9,74.2
510,674418148,Miles,Jaremka,M,263.4,75.1
511,285270700,Robert,Well,M,224.9,65.8
512,285889596,John,Strohman,M,203.8,77.8
513,887827447,Eric,Blunt,M,267.2,72.1
514,894338345,Samuel,Luck,M,226.0,67.5
515,138142827,Jared,Rivera,M,268.0,60.2
516,956700659,David,Castro,M,210.1,63.8
517,603043019,Donald,Swigert,M,183.5,70.2
518,150805347,Timothy,Yoes,M,218.4,67.2
519,235651231,William,Weller,M,251.9,76.4
520,803142128,Sean,Fowler,M,258.9,72.2
521,538624132,Terry,Villa,M,171.2,70.9
522,322888554,Brian,Stiltner,M,254.8,81.6
523,521133231,William,Penton,M,259.9,83.8
524,440609664,Ronald,Cardenas,M,230.1,80.7
525,154239046,Richard,Roberts,M,261.9,67.1
526,456995798,James,Sanders,M,185.1,70.1
527,718885177,Wesley,Culver,M,208.1,71.8
528,650901788,Herschel,Pippin,M,164.6,75.9
529,899865761,Armando,Glass,M,267.2,71.0
530,349213115,Lonnie,Carr,M,218.9,78.8
531,859421345,Norman,Rodriguez,M,238.0,62.1
532,386293022,Earl,Majera,M,198.6,74.4
533,960754507,Shannon,Schnieders,M,192.3,66.7
534,315587130,Robert,Butterfield,M,229.8,74.1
535,172363036,Robert,Taylor,M,173.9,80.8
536,362164964,Eric,Mitchell,M,269.5,73.5
537,151430523,John,Ballard,M,191.9,72.2
538,186651756,John,Tucker,M,253.9,74.2
539,820440527,Charles,Moore,M,221.3,82.4
540,696410374,Dallas,Ash,M,188.3,83.1
541,412224518,Nicholas,Cook,M,192.8,61.5
542,135521307,Gerald,Heine,M,233.9,68.1
543,914948776,Danny,Brown,M,271.1,81.2
544,745111878,Larry,Davidson,M,158.3,59.4
545,926412169,Jeffrey,Taylor,M,162.7,62.7
546,711579793,Anthony,Felder,M,203.4,83.8
547,205592942,Ken,Verkamp,M,250.0,76.7
548,283951979,Jose,Ammerman,M,164.0,63.3
549,100695844,Leroy,Kile,M,259.9,77.9
550,970889600,Oswaldo,Alberry,M,155.8,77.6
551,193773998,James,Tofflemire,M,276.6,60.5
552,216111519,Paul,Leven,M,172.7,68.9
553,650834897,George,Goodsell,M,177.5,81.2
554,264507171,Richard,Gonzalez,M,265.7,73.0
