id,account_id,national_id,bank_confirmation_id
65,7355290,890994479,7938679139342
66,1977819,203679104,7938923159454
67,494096,614903777,7966472288913
68,3398036,765988610,8019802696666
69,4463904,763278551,8090711987726
70,5698698,738353568,8096919029306
71,2024687,605684727,8106531193378
72,4776638,608243384,8136772029565
73,2927497,805115269,8216075431770
74,3165598,726898266,8249443068620
75,7267697,545062515,8272429734763
76,5957988,434244730,8315247127419
77,2852224,940787646,8361048010421
78,2558919,902078828,8399821374195
79,784234,526671283,8430381198190
80,4157306,869242829,8478488373967
81,5704219,596099670,8487698067163
82,7149407,644063840,8530783985882
83,8149953,765539687,8559674291429
84,5012704,653566448,8576738875036
85,2834496,669813802,8593509271113
86,5190548,246253101,8605615639579
87,6830094,299160527,8620450196843
88,8827563,438569490,8675324292649
89,8888897,760465305,8707751957452
90,4437369,953774418,8753803994613
91,6520990,420282665,8814026956499
92,4427413,406722198,8829380422526
93,1794977,841837650,8848293687777
94,3552384,722297915,8914616352979
95,8786752,541998013,8919861197412
96,1597786,506379586,8962755218841
97,977250,839884720,8977474180098
98,5534301,233528028,8982592814338
99,4725619,680413425,9019215659419
100,7804838,469448076,9020084523386
101,9992073,242431063,9118535342205
102,3906076,206083523,9244503696543
103,5190647,681455748,9268645343751
104,8437340,162810348,9274376652653
105,9234346,631624725,9326717061933
106,3917538,381579603,9403690675705
107,1013248,184469028,9478054675214
108,6044505,358025116,9501324528713
109,5304657,333316890,9544282034284
110,6972547,466940684,9709629556478
111,802034,508047792,9730227761840
112,8670076,862600698,9866788652966
113,3403060,713976666,9868693049166
114,6922474,858279378,9932893441362
115,1795356,413625154,10017961394938
116,3466334,717423731,10057824436857
117,884570,806679750,10145400033728
118,2463493,469895520,10205500197195
119,1544582,150414790,10227034852480
120,5002648,221482110,10237866043389
121,2257468,762263859,10241001770856
122,8864015,904453264,10310788167808
123,1940189,556667269,10340325345545
124,5145500,876230098,10348501165755
125,6825582,699022978,10456284606870
126,4601521,252600827,10507845009665
127,9136378,839419643,10517311640226
128,5455435,922192863,10539800587130
129,9181534,954261636,10654943385049
130,9599114,507000379,10699789335422
131,3631930,861681401,10704489339393
132,119846,931247162,10757327170270
133,1548613,229319675,10829345707936
134,7999464,180160226,10847049840947
135,4571359,428674127,10885048483778
136,8419673,761337370,11075326492826
137,7506360,816359733,11088163074665
138,7808004,838237101,11093052534777
139,8122001,692584773,11120088626644
140,5359629,561889214,11173672160603
141,9334606,492800246,11210883448940
142,7785189,272536545,11256365616658
143,5943666,635493777,11279937721451
144,7170875,773035963,11286447504779
145,2851653,744083596,11307445307140
146,374465,639476292,11316710085725
147,9101777,638707230,11460499138623
148,4430703,372808970,11644031548092
149,7349205,135372388,11644957428468
150,6209589,510000689,11713942758245
151,7212148,170599879,11842275220204
152,7651408,365671122,11865106917800
153,8690875,941537123,11884208124308
154,4836243,993348766,11924666651850
155,5859832,796901882,11970303640767
156,9677006,174968903,12002146657603
157,1759125,650956754,12079822101606
158,6642865,162053612,12104885468102
159,1530419,830783079,12105042080014
160,4540140,857952711,12155206943507
161,2583141,261895711,12170559095062
162,827817,246158880,12178310912939
163,3659841,412360538,12190681363486
164,4396381,109994828,12200809023342
165,8111160,762855025,12233138761452
166,3100623,447123083,12309196398238
167,7589009,565585692,12380555926242
168,723579,722578861,12428015343222
169,2012886,525033254,12457152761246
170,6093077,940578984,12505902646226
171,1305715,345514743,12523872570270
172,7620299,537459246,12581526948397
173,9106845,263157945,12584980693685
174,308884,204941670,12598173309889
175,1816748,541939441,12640413791947
176,5671875,524507753,12651665646886
177,4042326,157994354,12693670141383
178,6591489,660175362,12755369976932
179,7727202,688131848,12884151644176
180,2408180,308914332,12907586690471
181,8222964,677059000,12908055821139
182,9565887,956037091,13120312442154
183,7354209,269952537,13121320596938
184,7858417,969194257,13138351973005
185,5525371,627993858,13244081477858
186,2995702,226770155,13316487650715
187,1486060,211025385,13357230953965
188,282408,764978415,13390238135090
189,7874327,110428824,13462264348778
190,7314864,498325813,13608392865270
191,592274,589263903,13647077268366
192,5810325,970839393,13703330410290
193,4602837,355672694,13715129641387
194,3197089,508680787,13757814492968
195,9398436,820270604,13779006248909
196,1530092,855167901,13785237177263
197,9281856,721453333,13834247740276
198,6103946,234278090,13969412757801
199,5278281,889553722,14160448441840
200,2873179,966779104,14174251977154
201,7294884,539123400,14237256799207
202,7649583,232806657,14283016603415
203,6252108,738289319,14475725533903
204,1693532,904938637,14495248260434
205,8888316,428283572,14551238432855
206,5778578,459435224,14565116473243
207,6879591,236656885,14581833544632
208,1582829,601911323,14601837963707
209,592061,197748016,14631345632131
210,2207754,149013874,14654241031560
211,8021281,913300729,14655877256448
212,1307262,514057741,14720995187874
213,7003549,688520186,14737189509502
214,2717378,403155419,14843884756337
215,1221085,698030791,14871994745280
216,1347403,593386804,14873339570722
217,2924967,618772343,14874452897158
218,1165681,409661818,14891318062160
219,9437618,401838168,14966737590151
220,6485684,622979928,14999842759401
221,1801923,961751952,15009965535303
222,5540847,148154893,15022421538565
223,4399565,174205058,15062668222430
224,4851649,695419236,15106891055706
225,3580287,427965120,15116982758932
226,1512900,721449531,15180070833122
227,1157337,546849834,15193744637064
228,4503393,798116355,15236009710939
229,6123675,799877861,15245705583741
230,5597656,610838193,15254599474323
231,4798396,574714242,15386890013524
232,5210892,946194773,15407631039087
233,5363240,710887594,15657871817928
234,7904413,668152721,15687611376703
235,9720806,463524839,15705863193009
236,4284736,497718933,15749632749777
237,6056792,376499688,15905763742623
238,2523796,461525743,15911140118347
239,6678223,182300617,15935810252753
240,8551602,986768243,15964831517603
241,2427302,260170943,16039955442241
242,6222650,116945577,16074863532631
243,8793295,661554059,16093295670689
244,1918676,931149588,16178318294701
245,9017760,846020072,16191304910468
246,9197612,670798070,16283234641335
247,6080467,778392764,16354457618287
248,4637693,197510083,16366962954602
249,4325279,960587060,16371495953952
250,1042124,887548813,16392654301927
251,8591190,104464794,16395382245051
252,4500073,315953702,16468918578360
253,1436119,850212148,16553380646305
254,3849320,158353411,16581725057790
255,744448,427668668,16621312081929
256,4636497,101824004,16644392474364
257,2638088,244428258,16737558251367
258,3737685,936430977,16822776119607
259,3789393,143560044,16928613039290
260,7002794,660498723,16956782272210
261,6266236,927100189,17006515165635
262,1143751,602288413,17024365918563
263,2349671,625453138,17026448949930
264,3588561,270669234,17043188626759
265,7440871,958190207,17090773257906
266,2705479,637796205,17155609199870
267,7659080,923603319,17157665185885
268,4970451,368458830,17188356344401
269,6000562,577840172,17228941753699
270,5657999,376739542,17269154830253
271,3155096,558373050,17374796539309
272,2207424,107539727,17410966481499
273,9831392,628208843,17414965753471
274,9644275,760366927,17465804493276
275,8032537,503398788,17481416292445
276,1240415,317430115,17595914049778
277,3391494,802357695,17614034998743
278,278277,938990199,17651229756033
279,6375264,707152337,17681405391393
280,7993002,792424206,17758377331703
281,2845001,750035660,17767079332831
282,5271724,466275461,17769651988699
283,7154244,624145138,17831907216695
284,1710048,166677458,17916281823715
285,2385119,663601228,17965657301134
286,2910045,596876459,17994689120565
287,466738,638197779,18101275640185
288,3041162,599093590,18213890578773
289,9826568,421791322,18267045336275
290,2328861,724149138,18274565173936
291,404821,735043501,18390561180869
292,2027567,711370874,18395346724167
293,8537730,956019668,18429251975815
294,5032883,274397737,18462810407288
295,2983306,105274943,18467434079702
296,1011976,667876002,18486263231889
297,9507339,735532859,18525875683353
298,1290905,299754499,18561936345468
299,2769409,164471771,18770010257097
300,3139758,906341289,18827462066113
301,2454830,662543654,18834261439564
302,1838788,670680702,18837012024401
303,317219,604752642,18893257666381
304,8780552,934688353,18992910810811
305,5767808,655650300,19038521400985
306,9494294,803451668,19125879630098
307,4301592,470306304,19207486196401
308,8483357,594775139,19244760939982
309,7516516,385610026,19294595699451
310,3934229,729299079,19295868807931
311,4178728,515291868,19319211081598
312,7492123,140471016,19381757670078
313,9394451,701921507,19382058150637
314,6720518,765365682,19395894553074
315,7737156,515554612,19409436161064
316,125414,885819379,19452409990628
317,2195444,679573355,19576480305942
318,6644961,489054253,19585306055753
319,5692908,385904830,19585824297274
320,4188241,422140095,19661269966715
321,2132141,766364456,19832228124129
322,9617834,807393040,19944954786192
323,8134311,943021143,20152546765508
324,3919009,672137015,20162760880915
325,3890424,491720993,20353942529038
326,2201787,511670737,20368182463630
327,1228090,340291531,20425687572123
328,9612258,152158151,20457798544376
329,3939197,359859313,20489797331942
330,1639099,467259662,20491538834826
331,7237903,389348870,20515550100435
332,505202,252275190,20519807724612
333,654841,414113819,20582662678137
334,3821219,975485534,20598164280435
335,8747663,422920138,20747928135987
336,7786985,822555751,20860336272859
337,687986,160350835,20936594733374
338,6966551,533984083,20952065167732
339,5791591,548818884,21090864428864
340,3692641,985978799,21155765056511
341,3681744,989584439,21224540858604
342,9700146,816445801,21432672442658
343,1985656,608896063,21456496374640
344,9093361,593672367,21477169944813
345,5228007,394168564,21552619938064
346,1526625,156662704,21563578646922
347,4857043,290149538,21572870037680
348,310931,371395335,21631599193931
349,9437381,785748209,21655250677750
350,3430583,343872029,21698192726768
351,2258755,774519213,21708410252756
352,859955,985823111,21733849877827
353,6238601,625391200,21822449807382
354,2000339,760872605,21831124030703
355,9075234,392361650,21845301381778
356,931427,847963358,21905579210939
357,3852416,423266156,22087685727416
358,6297031,593134034,22110112043916
359,937635,275608498,22116259586688
360,9110997,655507301,22171115677483
361,5076868,592223878,22197828178987
362,4390332,354302758,22331083084153
363,9854591,265744932,22566489122052
364,5765585,295145782,22593564091900
365,1983527,923878143,22628100285597
366,236939,696390943,22679336615118
367,3270257,101968050,22777589173477
368,6825390,761611703,22841982641785
369,3124451,381333373,22859058474588
370,2605124,764295525,22897325396280
371,9095206,511299740,22968332442499
372,1541798,973866361,23004593493024
373,7405922,479474680,23092500438778
374,8659926,258235369,23296712829067
375,4399032,550355347,23303368227668
376,2312030,209814034,23376017964890
377,8194935,585500553,23433564723751
378,1516211,512128113,23470817615711
379,266474,813933002,23480802625597
380,3908741,497158799,23538107107208
381,2102579,838390095,23538587875813
382,9940283,752871343,23566810864427
383,4314030,582456384,23579963608670
384,2287039,656573202,23707194446998
385,9054853,273899591,23796945897257
386,7503979,814656316,23808731830152
387,1513017,567679159,23856338436326
388,3023278,361242815,23954783914283
389,4571152,938484808,23990835611033
390,4441367,974383664,24060844172556
391,271907,917573320,24070468596518
392,5672386,487760716,24159299157108
393,6969165,667066639,24195618033511
394,5851780,654715234,24335366374221
395,1044674,202052102,24342171454205
396,6498906,118706536,24472701909135
397,9646927,918446155,24477587454585
398,3640067,248504087,24518243235322
399,1001069,881208879,24519123209750
400,9999446,738319985,24636237705298
401,4600065,403834192,24693570682028
402,6157121,593035841,24709064355331
403,7078554,212445141,24750054791899
404,3809158,784724218,24750078220653
405,8151525,582399401,24792082012049
406,1055865,162914178,24821192256675
407,2592946,244773491,24956445451750
408,8340796,302630546,25018174125362
409,2472000,548487862,25020533306215
410,2122047,298123937,25117512872610
411,2448094,228329464,25147892606952
412,4129645,347767817,25158706133298
413,1592512,930325900,25291893578151
414,3205857,941601797,25363671126418
415,2693225,482004468,25412288153278
416,5251217,282006246,25435245188930
417,1124527,694223730,25478704937364
418,6855904,583853406,25530219519936
419,2442128,818608677,25614172271165
420,9358668,220027288,25627143927674
421,7625249,417453029,25695262678929
422,7105969,296057189,25747228457049
423,4241538,798811468,25774145756190
424,696402,924465960,25778319085136
425,6914296,675232929,25791373530878
426,8053195,599628842,25802808772223
427,5368457,765615938,25821707848904
428,3597920,187351834,25981893143156
429,5515000,251298533,25999187928265
430,2025259,608229812,26035251162013
431,3495009,742488654,26109944878197
432,8104985,870752562,26239153065021
433,1234746,892359199,26257054188924
434,297153,972563028,26325872456795
435,4093881,760555855,26380064481015
436,3025075,259457942,26414979094720
437,5445435,171741457,26504849500593
438,8304546,211427938,26562740197090
439,7794206,711669862,26607822583735
440,3797605,674061227,26644478131184
441,8347515,359519909,26829274247598
442,9614275,955504572,26855405130047
443,9524549,761122298,26882735548228
444,3433413,747691722,26953226042134
445,7062797,959789078,26961627854227
446,3112398,124103388,27135033450039
447,8410533,975487620,27171357259264
448,5506569,748315143,27227996830381
449,9609817,530450605,27238516919368
450,9687963,446973363,27261679088116
451,6123524,594569056,27283426942683
452,1376575,952398866,27286081170448
453,5046359,834138615,27301488257574
454,3419040,812876415,27348052454177
455,685056,238920227,27421310025478
456,8068146,776980160,27489247114692
457,8533007,634207779,27643095229447
458,444589,858602095,27773421266144
459,5523687,706061033,27785067071138
460,1271525,470138342,27785423941990
461,4414523,424631509,27797518797177
462,7084468,856193108,27825015421910
463,8693175,104347524,27849046388890
464,2405122,463168899,27851993439048
465,536689,970818080,27991274807303
466,2173351,928206468,28000976515463
467,6488466,236286939,28009792670152
468,9392568,292937719,28058845101135
469,6549404,956913747,28081253637566
470,4469988,814462301,28135512273431
471,5032046,281072369,28191205373194
472,7515711,705210227,28249343856893
473,6719575,861408543,28273677468084
474,9961961,477626627,28391051488380
475,2637221,949608457,28442468133055
476,8979117,205592942,28461103535719
477,388937,121744491,28476433772848
478,4509298,838358301,28490925751818
479,9903087,912917029,28525673469540
480,7444150,573427871,28545631542333
481,5792005,296188797,28554667093796
482,9166095,102760635,28575542698844
483,306748,558262162,28711080418068
484,8418666,899865761,28838319687566
485,6346152,525020651,28840178300800
486,2511857,841235981,29172894594642
487,4536094,343664350,29196446440033
488,3230818,650483610,29244566053742
489,3362685,790957894,29286722572527
490,7060383,677659367,29307404913322
491,7733635,847892178,29318657963489
492,8049620,778270395,29357802929333
493,1016335,581817695,29393861701184
494,4499255,828325357,29413630811269
495,2137951,130219044,29514035210204
496,3456158,166873296,29599173830494
497,7819146,522387671,29645239948872
498,3341954,644941030,29775765724148
499,214725,435479624,29842747577343
500,9502350,185023276,29860975308825
501,8442186,679381568,29959145755817
502,8093158,517481107,29965809901060
503,1198668,823453566,30058701733440
504,6997016,160387573,30063106645552
505,251248,367512873,30084560890691
506,1587323,404624557,30102803038717
507,9587129,750521559,30394578980581
508,2194061,527475852,30515064280411
509,9346284,143999020,30520488918870
510,3958633,725263109,30595987917376
511,380408,522799354,30616206601602
512,6693489,124936477,30618697152070
513,3196787,160085877,30635012639228
514,2260904,951345120,30648402060415
515,7058595,575077761,30704969434940
516,1664605,710795696,30778544784836
517,7130965,748101028,30784157756342
518,446943,836773002,30808146840004
519,4406459,230577717,30830397207995
520,2464161,336499397,30837692621729
521,5692837,209683932,30948365811260
522,5600541,445131989,30999773001640
523,8754734,690466246,31001997200906
524,6913031,859401499,31191219033479
525,5026866,919069393,31233679401232
526,5357352,268073506,31268236628888
527,3665586,985274542,31273132145879
528,9118339,228912724,31339435665865
529,6223681,585479478,31349111997622
530,3603348,799638227,31357271994619
531,6555310,260405250,31411803286757
532,8055572,910733784,31472957922196
533,3908848,496584298,31478130812126
534,9967026,716964784,31527709743480
535,5822627,969472378,31569680858407
536,2016710,832021603,31675793905619
537,4181909,688162347,31695851328840
538,2759563,528748746,31712827507354
539,5245103,691850775,31800191627238
540,3530168,625288596,31805714666411
541,7816443,482195159,31863680322259
542,9870189,712459686,31893832753669
543,5447578,401373542,31934057913663
544,2834071,424149747,31962836965226
545,415587,366232526,31963389600285
546,8794630,841580963,32095870888325
547,678493,834467440,32166768162044
548,1035039,516811214,32260044283562
549,5469452,989977348,32299959436392
550,3335868,361584311,32304475549498
551,9829596,407411887,32318806294879
552,4564336,160490635,32337255182208
553,9123411,598828890,32427438881761
554,461403,117927070,32453807642965
555,4580724,572896133,32553663905174
556,9570657,647710856,32570344171941
557,1207512,793163359,32629632773175
558,7683586,504365756,32629799739475
559,4158376,190797733,32654223653485
560,4998345,110776104,32678281187779
561,4656439,665360663,32832511324468
562,4996341,483675433,32881741430867
563,1001048,334059561,32914854257661
564,124273,383043705,33055720796646
565,816857,810100200,33065429716241
566,4474501,342000119,33127143171881
567,2954320,729589584,33156304733550
568,9224454,940894079,33273564231348
569,5895541,270921987,33417491109478
570,1026305,805766091,33448568808374
571,7724043,503731474,33469237489161
572,7774210,652301316,33512470231989
573,7972596,124114117,33645007766693
574,4363921,758462953,33645119441123
575,9123409,202663061,33697343322450
576,4705951,115711882,33769703938082
577,2808824,113895860,33797240925923
578,8053678,659436293,33899069994299
579,3080047,607234276,34058831696110
580,4002906,116794907,34130608437620
581,6500249,902615489,34478506391111
582,7419558,337674660,34499192886921
583,4134885,447016737,34527684601766
584,5546724,512030716,34764334490301
585,2346952,864827108,34802140184256
586,3984445,757615387,34863286771171
587,4747190,746336942,34868437301190
588,6569361,360332032,34967598927421
589,1766572,675330999,34992866855446
590,6395414,934329524,35134978292105
591,9597416,371515039,35204818060599
592,3630347,967715236,35539880069138
593,1979348,418709254,35541683506039
594,8848534,883829037,35683929166793
595,3911309,660359661,35743117616929
596,9895483,643064339,35752668395533
597,4167472,394170272,35786444375908
598,2006233,196194321,35817857402247
599,3538430,339222929,35831915346885
600,9881234,100695844,35964846710611
601,6381548,163927226,36000759613917
602,5865993,143013321,36171622089182
603,1607752,440377494,36198863374009
604,3176811,264876679,36221808309014
605,3965965,309179073,36223941574439
606,6130708,663361411,36280321633428
607,2228987,419857153,36314762938729
608,7238784,315587130,36479841242123
609,4423462,157968491,36540370351527
610,5157857,954527967,36610307754916
611,9267873,544077100,36656714652558
612,9034172,842163671,36692872266671
613,5349046,718661213,36700258469659
614,9885495,301587753,36723941261733
615,4624991,345971428,36808824933532
616,4258684,517321942,36976897547788
617,3817645,964409223,37009358558557
618,2450025,511632321,37088247912093
619,961837,500652424,37160366877973
620,8778172,103180564,37180610146580
621,2556448,971349730,37233643365356
622,7714273,736560747,37249069885177
623,9810505,225950472,37258848529806
624,3783619,619890647,37294047300196
625,7838429,616656895,37326525078453
626,2734230,414237333,37377498399761
627,9285946,421514707,37435006974737
628,1849804,369884540,37443854290262
629,9378684,758009482,37563550317430
630,4252161,381304999,37571109677704
631,1323772,677669324,37584319077324
632,2515561,412722875,37617792075828
633,7304395,921077032,37630951719691
634,674873,798019271,37655362999148
635,5537716,804077544,37656089071075
636,9796963,551072301,37775395466807
637,9398271,525771064,37960936053339
638,1293090,224452979,38178769778856
639,5136311,998803536,38196218767220
640,1677055,528178911,38406359619385
641,9451077,259552549,38425847280978
642,2118180,465140302,38434940539626
643,5846534,352137664,38501221880247
644,4350036,798647800,38563351019138
645,7803092,672932931,38593219359334
646,2315166,740550895,38633481496218
647,3678278,296063732,38724917165672
648,6307084,269968521,38746877431739
649,354700,494164424,38769296900457
650,4346750,740370584,38831514420667
651,4851859,969013445,38899700824117
652,2325159,606263077,38907105986446
653,857777,988069274,38926038096670
654,7175317,151430523,38996991301173
655,2559874,235651231,39115400229789
656,5452683,297000787,39192512739930
657,3971886,718865375,39204031345360
658,982917,579001726,39370186063098
659,8580672,643368305,39399667863523
660,8653255,607904187,39408679929796
661,9062812,816322827,39443416751487
662,2584678,419067648,39632560950916
663,8013740,157982832,39643012211872
664,2760634,943324875,39719962813003
665,7262998,921988781,39776731990948
666,610779,534488629,39777928089752
667,2935813,797981989,39812600326646
668,2763090,719510740,39833882083340
669,6573275,909208966,39884818127746
670,756688,947665233,39907354679636
671,390955,171492543,39927549996878
672,2909184,584748818,39936269770549
673,8099749,745080236,39946596339689
674,1072653,873526267,40005202705279
675,639835,900828960,40032480051425
676,4168618,527449622,40118241574528
677,6230610,684605900,40151193480785
678,6647399,749927355,40164351130175
679,2890653,943994478,40224592871993
680,3595937,261403271,40246492022453
681,6021993,596913364,40349329819497
682,1650095,220407305,40354052362387
683,701685,380095521,40445236783928
684,7002697,170213218,40466176426156
685,704956,410416428,40472923560716
686,1761898,158005045,40483951090154
687,2833966,938691380,40525587357523
688,3858164,318777700,40530663878248
689,967859,953005490,40686830705229
690,9568125,963174773,40742664213625
691,2723024,916965272,40847664084227
692,847625,540203805,40884232023729
693,2298510,208792628,40885423901500
694,3600309,473013934,40967987978936
695,1249948,915213069,41111885531773
696,9593379,609607367,41258908059573
697,2386399,613918706,41362722918551
698,1364250,451686709,41380640980963
699,1371392,441201896,41387361631078
700,4227729,792588116,41448490637917
701,3501190,303756053,41460905199132
702,4331636,160235731,41495488011567
703,3182411,206696363,41641032675887
704,4381049,263989883,41675365954403
705,3175483,846339697,41719525972266
706,2478972,697215825,41761894262380
707,2367166,608065033,41787925736871
708,1120789,105427188,41808298241491
709,9593989,344146550,41845145445047
710,639111,460297433,41857647935784
711,9532404,774897949,41915770261112
712,5251726,156053107,41957930792968
713,2476063,464815382,41979809661613
714,5113834,353668412,41982615460985
715,314020,611135089,42027098439960
716,310444,504276142,42065868737109
717,8784084,973931976,42097063421192
718,6650325,261315355,42099878665269
719,5735890,876803713,42146186805697
720,3881903,251775012,42153309736909
721,644064,185191287,42318264137396
722,4994120,636366638,42346486644410
723,2959582,749214597,42376925672226
724,8400915,188492235,42496784869517
725,3633998,815204429,42499038698061
726,3208178,870428564,42629064399155
727,1019787,852508926,42644783435098
728,1058515,440623592,42715206044092
729,9737984,904372457,42748880347789
730,7868868,610337612,42763578056627
731,9538907,516464047,42860931455756
732,2300431,275968408,42864770403383
733,7004138,591686399,42867156924118
734,9609907,506675250,42961694401156
735,1731808,975563754,42972795688848
736,9120275,217519890,42991747001121
737,3606706,236989576,42995751050972
738,6627754,580094322,43160264254069
739,8876136,451291304,43178615375534
740,2622244,638990635,43226266806427
741,6011507,804566674,43253951995368
742,142232,624938950,43503535865183
743,8104601,249129548,43517602062145
744,162656,157551556,43527570370798
745,318023,545631324,43529903644010
746,243012,546554919,43531509297600
747,6364833,378149974,43607810476797
748,774385,475865631,43611815243914
749,1827762,295397490,43630427695951
750,4141206,433574533,43637157193114
751,2316652,329711133,43640793842614
752,6702885,281061381,43755643842917
753,6874143,546916949,43765691115297
754,245335,155203480,43828805592682
755,3322841,879832672,43906741076260
756,2668887,981985262,43912581551144
757,7728930,448132520,44040645008389
758,7489528,537175990,44071219631767
759,7324614,726780375,44149827443680
760,9030088,639877237,44207584239275
761,6175500,932955985,44219186954145
762,4840386,391661595,44234145057579
763,9803599,811285097,44348150164695
764,1479206,506939568,44391222233883
765,9974180,264411963,44404600318550
766,7180118,851009956,44406362374763
767,1000636,465152930,44412854316675
768,8857289,743492997,44437037565528
769,2102800,752720546,44468881185061
770,6724602,638563566,44480614895803
771,4788650,309006939,44485398378044
772,4284228,917327113,44600412710223
773,395542,577380261,44612636643252
774,7449566,902742217,44642956227625
775,3260880,210246284,44665096107289
776,5427545,239495519,44674780100828
777,9819268,933501453,44871062208477
778,8461570,316401905,44941430780919
779,2078493,768772097,44941553603996
780,1775439,503049451,45003197514358
781,390848,537767222,45215302731718
782,1373699,527964411,45229797447631
783,8231614,541583912,45235578363844
784,1000208,311138659,45314131044876
785,306277,923544863,45419299370420
786,2419690,224156156,45507253278328
787,6390352,808978989,45565070568528
788,4815637,320154842,45569221984867
789,8491646,860958593,45586691106830
790,4723187,332933039,45609863886786
791,3757136,358406092,45640448969200
792,3021519,552542815,45654228980557
793,3965199,192476072,45709363794108
794,3431371,995535264,45735970392023
795,7451415,539039959,45784164574733
796,3665413,303069573,45793240284706
797,7181428,636196023,45816150634787
798,1697139,287222955,45852201129712
799,8760641,424153693,45880259964311
800,9414834,673934742,46090392262325
801,2125392,556416991,46119951760148
802,5925659,789733960,46128982792799
803,245544,263292429,46211964722787
804,6575714,339061079,46249933479301
805,9029279,108501651,46266938510928
806,5831022,297628180,46326715431512
807,2554008,770268489,46344863776713
808,2194066,207648816,46375864609969
809,5722012,397526877,46408775525116
810,6037056,580464893,46513954172943
811,8782255,841464966,46602871923490
812,510373,511753812,46652378708227
813,3483944,342354021,46706974950230
814,2310091,399744843,46710944488970
815,2891733,425238322,46737377247845
816,699429,190694418,46748639820395
817,9022949,455530160,46754991946899
818,6688711,247207474,46764891102084
819,775884,810157278,46779174917532
820,277222,876145508,46783651689100
821,2180972,652811512,46889508251568
822,4735259,427734849,46941190313224
823,7082038,100871356,47002741721716
824,5896811,184320914,47030722962276
825,437893,519324965,47140572822915
826,3574613,995711739,47157277829602
827,1256879,762989594,47168878632560
828,1299175,964193096,47365630350612
829,7695882,510644533,47431790175224
830,4292463,214678919,47465525997280
831,743598,852151607,47657817502390
832,5002117,874920998,47664008506010
833,9337810,344893754,47787368511255
834,137422,960216102,47811365540817
835,4383155,939161278,47817965001041
836,4236078,829589786,47836519262982
837,6243826,631614633,47903236315556
838,6358165,693099850,47964294193807
839,8035064,590338794,47978702711304
840,8280852,822669435,48016305268769
841,5187526,777024421,48022499538832
842,9328240,349672421,48041850947414
843,6023916,621001151,48059475403365
844,2355650,863766436,48072373566370
845,9988774,264249214,48074506196910
846,4566393,239847041,48086333977562
847,7568632,510492544,48142268510171
848,3420383,896928494,48143169060806
849,1477247,494501620,48156209745056
850,8595350,957026483,48169594170148
851,5815673,707157748,48176360402401
852,8568853,145433231,48197912098969
853,8394432,794432967,48206581120439
854,1993018,431324233,48232705654369
855,1646825,332913314,48372595616572
856,3866975,719294734,48398650802153
857,1027916,435494240,48467420472553
858,6022882,466056605,48471226584919
859,1794617,629804790,48554752309426
860,6119137,377767597,48659667419139
861,9036054,363079294,48686935748325
862,9664942,864594423,48712242707050
863,8820391,259292846,48883499952327
864,4275557,130011439,48919417826712
865,7201427,200378545,48936157384144
866,1358859,257370684,49054844716595
867,8688163,860382306,49091244835711
868,6570044,621935210,49229841672689
869,5656877,294619950,49347713757394
870,5321153,911129046,49405288208851
871,9091666,137391699,49464077008068
872,3390904,856647629,49468920778392
873,2166905,799370772,49546878468860
874,711582,364345062,49574239536835
875,2129775,663424226,49650220650611
876,2454776,970209840,49684042151714
